cow,date,hour,WALK,SLEEP,EAT,ACTIVITY_LEVEL,A,B,B2,B3,B4,C,D,E,F,F2,OK
10127,2013-10-12,1,386.798000,3213.201000,0.000000,-677.148550,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,2,3043.391000,556.608000,0.000000,358.922720,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,3,3599.999000,0.000000,0.000000,575.999840,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,4,1233.447000,3.513000,2363.039000,1189.019910,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,5,993.656000,483.609000,2122.734000,939.303170,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,6,154.602000,989.555000,2455.842000,828.592310,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,7,25.766000,0.000000,3574.233000,1505.300420,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,8,0.000000,0.000000,3599.999000,1511.999580,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,9,58.617000,0.000000,3541.382000,1496.759160,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,10,19.936000,2577.763000,1002.300000,-168.729730,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,11,379.154000,3220.845000,0.000000,-680.129710,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,12,561.695000,3038.304000,0.000000,-608.938720,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,13,3453.224000,146.775000,0.000000,518.757590,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,14,2218.713000,64.570000,1316.716000,893.163700,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,15,76.241000,918.159000,2605.599000,895.373570,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,16,91.471000,3508.528000,0.000000,-792.326080,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,17,168.884000,3431.115000,0.000000,-762.135010,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,18,1049.635000,769.183000,1781.181000,739.125530,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,19,1181.865000,1844.204000,573.930000,5.982080,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,20,35.153000,3564.846000,0.000000,-814.290100,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,21,858.494000,2170.845000,570.660000,-122.258110,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,22,648.439000,1794.498000,1157.062000,176.981740,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,23,676.607000,2923.392000,0.000000,-564.123040,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-12,24,881.629000,2718.370000,0.000000,-484.164460,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-13,1,218.153000,3381.846000,0.000000,-742.920100,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-13,2,3057.388000,542.611000,0.000000,364.381550,0,0,0,0,0,0,0,0,0,0,1
10127,2013-10-13,3,2489.585000,0.000000,1110.414000,864.707480,0,0,0,0,0,0,0,0,0,0,1
